,Data,Produto_ID,Quantidade_Estoque
4573,2019-04-03,4,14
4574,2019-04-03,5,40
4575,2019-04-03,6,77
4576,2019-04-03,7,50
4577,2019-04-03,8,36
4578,2019-04-03,9,36
4579,2019-04-03,10,10
4580,2019-04-04,1,52
4581,2019-04-04,2,42
4582,2019-04-04,3,21
4583,2019-04-04,4,78
4584,2019-04-04,5,31
4585,2019-04-04,6,58
4586,2019-04-04,7,54
4587,2019-04-04,8,39
4588,2019-04-04,9,89
4589,2019-04-04,10,29
4590,2019-04-05,1,32
4591,2019-04-05,2,19
4592,2019-04-05,3,8
4593,2019-04-05,4,97
4594,2019-04-05,5,77
4595,2019-04-05,6,31
4596,2019-04-05,7,30
4597,2019-04-05,8,23
4598,2019-04-05,9,96
4599,2019-04-05,10,21
4600,2019-04-06,1,47
4601,2019-04-06,2,45
4602,2019-04-06,3,46
4603,2019-04-06,4,54
4604,2019-04-06,5,88
4605,2019-04-06,6,44
4606,2019-04-06,7,43
4607,2019-04-06,8,27
4608,2019-04-06,9,56
4609,2019-04-06,10,51
4610,2019-04-07,1,67
4611,2019-04-07,2,73
4612,2019-04-07,3,47
4613,2019-04-07,4,52
4614,2019-04-07,5,38
4615,2019-04-07,6,44
4616,2019-04-07,7,79
4617,2019-04-07,8,65
4618,2019-04-07,9,54
4619,2019-04-07,10,71
4620,2019-04-08,1,66
4621,2019-04-08,2,62
4622,2019-04-08,3,37
4623,2019-04-08,4,79
4624,2019-04-08,5,20
4625,2019-04-08,6,86
4626,2019-04-08,7,98
4627,2019-04-08,8,52
4628,2019-04-08,9,14
4629,2019-04-08,10,86
4630,2019-04-09,1,42
4631,2019-04-09,2,23
4632,2019-04-09,3,40
4633,2019-04-09,4,63
4634,2019-04-09,5,67
4635,2019-04-09,6,81
4636,2019-04-09,7,50
4637,2019-04-09,8,7
4638,2019-04-09,9,78
4639,2019-04-09,10,69
4640,2019-04-10,1,95
4641,2019-04-10,2,12
4642,2019-04-10,3,55
4643,2019-04-10,4,85
4644,2019-04-10,5,77
4645,2019-04-10,6,10
4646,2019-04-10,7,93
4647,2019-04-10,8,43
4648,2019-04-10,9,64
4649,2019-04-10,10,32
4650,2019-04-11,1,58
4651,2019-04-11,2,41
4652,2019-04-11,3,13
4653,2019-04-11,4,86
4654,2019-04-11,5,60
4655,2019-04-11,6,63
4656,2019-04-11,7,89
4657,2019-04-11,8,6
4658,2019-04-11,9,65
4659,2019-04-11,10,62
4660,2019-04-12,1,64
4661,2019-04-12,2,44
4662,2019-04-12,3,40
4663,2019-04-12,4,41
4664,2019-04-12,5,83
4665,2019-04-12,6,96
4666,2019-04-12,7,22
4667,2019-04-12,8,67
4668,2019-04-12,9,26
4669,2019-04-12,10,15
4670,2019-04-13,1,62
4671,2019-04-13,2,61
4672,2019-04-13,3,81
4673,2019-04-13,4,8
4674,2019-04-13,5,90
4675,2019-04-13,6,11
4676,2019-04-13,7,65
4677,2019-04-13,8,58
4678,2019-04-13,9,92
4679,2019-04-13,10,72
4680,2019-04-14,1,96
4681,2019-04-14,2,83
4682,2019-04-14,3,5
4683,2019-04-14,4,59
4684,2019-04-14,5,7
4685,2019-04-14,6,82
4686,2019-04-14,7,42
4687,2019-04-14,8,5
4688,2019-04-14,9,42
4689,2019-04-14,10,89
4690,2019-04-15,1,33
4691,2019-04-15,2,9
4692,2019-04-15,3,78
4693,2019-04-15,4,96
4694,2019-04-15,5,25
4695,2019-04-15,6,75
4696,2019-04-15,7,71
4697,2019-04-15,8,51
4698,2019-04-15,9,88
4699,2019-04-15,10,87
4700,2019-04-16,1,39
4701,2019-04-16,2,72
4702,2019-04-16,3,73
4703,2019-04-16,4,5
4704,2019-04-16,5,72
4705,2019-04-16,6,16
4706,2019-04-16,7,64
4707,2019-04-16,8,31
4708,2019-04-16,9,60
4709,2019-04-16,10,27
4710,2019-04-17,1,29
4711,2019-04-17,2,25
4712,2019-04-17,3,65
4713,2019-04-17,4,67
4714,2019-04-17,5,56
4715,2019-04-17,6,92
4716,2019-04-17,7,29
4717,2019-04-17,8,59
4718,2019-04-17,9,50
4719,2019-04-17,10,36
4720,2019-04-18,1,59
4721,2019-04-18,2,9
4722,2019-04-18,3,40
4723,2019-04-18,4,53
4724,2019-04-18,5,62
4725,2019-04-18,6,43
4726,2019-04-18,7,84
4727,2019-04-18,8,89
4728,2019-04-18,9,65
4729,2019-04-18,10,13
4730,2019-04-19,1,10
4731,2019-04-19,2,39
4732,2019-04-19,3,43
4733,2019-04-19,4,26
4734,2019-04-19,5,45
4735,2019-04-19,6,9
4736,2019-04-19,7,46
4737,2019-04-19,8,91
4738,2019-04-19,9,85
4739,2019-04-19,10,80
4740,2019-04-20,1,91
4741,2019-04-20,2,84
4742,2019-04-20,3,71
4743,2019-04-20,4,34
4744,2019-04-20,5,61
4745,2019-04-20,6,90
4746,2019-04-20,7,77
4747,2019-04-20,8,33
4748,2019-04-20,9,41
4749,2019-04-20,10,91
4750,2019-04-21,1,17
4751,2019-04-21,2,36
4752,2019-04-21,3,50
4753,2019-04-21,4,27
4754,2019-04-21,5,49
4755,2019-04-21,6,21
4756,2019-04-21,7,89
4757,2019-04-21,8,70
4758,2019-04-21,9,10
4759,2019-04-21,10,22
4760,2019-04-22,1,98
4761,2019-04-22,2,26
4762,2019-04-22,3,37
4763,2019-04-22,4,34
4764,2019-04-22,5,85
4765,2019-04-22,6,36
4766,2019-04-22,7,46
4767,2019-04-22,8,82
4768,2019-04-22,9,14
4769,2019-04-22,10,40
4770,2019-04-23,1,38
4771,2019-04-23,2,77
4772,2019-04-23,3,32
4773,2019-04-23,4,15
4774,2019-04-23,5,82
4775,2019-04-23,6,43
4776,2019-04-23,7,51
4777,2019-04-23,8,23
4778,2019-04-23,9,19
4779,2019-04-23,10,32
4780,2019-04-24,1,28
4781,2019-04-24,2,76
4782,2019-04-24,3,13
4783,2019-04-24,4,51
4784,2019-04-24,5,37
4785,2019-04-24,6,66
4786,2019-04-24,7,23
4787,2019-04-24,8,71
4788,2019-04-24,9,78
4789,2019-04-24,10,44
4790,2019-04-25,1,51
4791,2019-04-25,2,69
4792,2019-04-25,3,33
4793,2019-04-25,4,54
4794,2019-04-25,5,17
4795,2019-04-25,6,5
4796,2019-04-25,7,38
4797,2019-04-25,8,97
4798,2019-04-25,9,52
4799,2019-04-25,10,81
4800,2019-04-26,1,52
4801,2019-04-26,2,53
4802,2019-04-26,3,68
4803,2019-04-26,4,65
4804,2019-04-26,5,33
4805,2019-04-26,6,43
4806,2019-04-26,7,92
4807,2019-04-26,8,30
4808,2019-04-26,9,21
4809,2019-04-26,10,75
4810,2019-04-27,1,17
4811,2019-04-27,2,73
4812,2019-04-27,3,30
4813,2019-04-27,4,53
4814,2019-04-27,5,71
4815,2019-04-27,6,11
4816,2019-04-27,7,62
4817,2019-04-27,8,53
4818,2019-04-27,9,57
4819,2019-04-27,10,69
4820,2019-04-28,1,66
4821,2019-04-28,2,21
4822,2019-04-28,3,47
4823,2019-04-28,4,29
4824,2019-04-28,5,7
4825,2019-04-28,6,83
4826,2019-04-28,7,33
4827,2019-04-28,8,36
4828,2019-04-28,9,30
4829,2019-04-28,10,20
4830,2019-04-29,1,29
4831,2019-04-29,2,58
4832,2019-04-29,3,32
4833,2019-04-29,4,77
4834,2019-04-29,5,60
4835,2019-04-29,6,69
4836,2019-04-29,7,97
4837,2019-04-29,8,90
4838,2019-04-29,9,84
4839,2019-04-29,10,45
4840,2019-04-30,1,55
4841,2019-04-30,2,75
4842,2019-04-30,3,82
4843,2019-04-30,4,33
4844,2019-04-30,5,87
4845,2019-04-30,6,23
4846,2019-04-30,7,70
4847,2019-04-30,8,45
4848,2019-04-30,9,49
4849,2019-04-30,10,19
4850,2019-05-01,1,7
4851,2019-05-01,2,15
4852,2019-05-01,3,57
4853,2019-05-01,4,50
4854,2019-05-01,5,34
4855,2019-05-01,6,61
4856,2019-05-01,7,22
4857,2019-05-01,8,55
4858,2019-05-01,9,52
4859,2019-05-01,10,70
4860,2019-05-02,1,12
4861,2019-05-02,2,26
4862,2019-05-02,3,10
4863,2019-05-02,4,80
4864,2019-05-02,5,61
4865,2019-05-02,6,40
4866,2019-05-02,7,83
4867,2019-05-02,8,96
4868,2019-05-02,9,61
4869,2019-05-02,10,53
4870,2019-05-03,1,49
4871,2019-05-03,2,86
4872,2019-05-03,3,70
4873,2019-05-03,4,81
4874,2019-05-03,5,49
4875,2019-05-03,6,83
4876,2019-05-03,7,24
4877,2019-05-03,8,68
4878,2019-05-03,9,97
4879,2019-05-03,10,97
4880,2019-05-04,1,71
4881,2019-05-04,2,87
4882,2019-05-04,3,7
4883,2019-05-04,4,58
4884,2019-05-04,5,82
4885,2019-05-04,6,68
4886,2019-05-04,7,44
4887,2019-05-04,8,63
4888,2019-05-04,9,59
4889,2019-05-04,10,66
4890,2019-05-05,1,8
4891,2019-05-05,2,64
4892,2019-05-05,3,79
4893,2019-05-05,4,99
4894,2019-05-05,5,95
4895,2019-05-05,6,34
4896,2019-05-05,7,6
4897,2019-05-05,8,66
4898,2019-05-05,9,53
4899,2019-05-05,10,13
4900,2019-05-06,1,96
4901,2019-05-06,2,35
4902,2019-05-06,3,65
4903,2019-05-06,4,83
4904,2019-05-06,5,52
4905,2019-05-06,6,29
4906,2019-05-06,7,40
4907,2019-05-06,8,12
4908,2019-05-06,9,77
4909,2019-05-06,10,62
4910,2019-05-07,1,49
4911,2019-05-07,2,66
4912,2019-05-07,3,43
4913,2019-05-07,4,62
4914,2019-05-07,5,85
4915,2019-05-07,6,87
4916,2019-05-07,7,68
4917,2019-05-07,8,48
4918,2019-05-07,9,33
4919,2019-05-07,10,63
4920,2019-05-08,1,75
4921,2019-05-08,2,96
4922,2019-05-08,3,13
4923,2019-05-08,4,96
4924,2019-05-08,5,10
4925,2019-05-08,6,33
4926,2019-05-08,7,62
4927,2019-05-08,8,21
4928,2019-05-08,9,20
4929,2019-05-08,10,91
4930,2019-05-09,1,99
4931,2019-05-09,2,7
4932,2019-05-09,3,25
4933,2019-05-09,4,68
4934,2019-05-09,5,94
4935,2019-05-09,6,40
4936,2019-05-09,7,90
4937,2019-05-09,8,66
4938,2019-05-09,9,46
4939,2019-05-09,10,80
4940,2019-05-10,1,46
4941,2019-05-10,2,65
4942,2019-05-10,3,17
4943,2019-05-10,4,15
4944,2019-05-10,5,58
4945,2019-05-10,6,20
4946,2019-05-10,7,12
4947,2019-05-10,8,63
4948,2019-05-10,9,61
4949,2019-05-10,10,44
4950,2019-05-11,1,63
4951,2019-05-11,2,6
4952,2019-05-11,3,98
4953,2019-05-11,4,98
4954,2019-05-11,5,80
4955,2019-05-11,6,14
4956,2019-05-11,7,48
4957,2019-05-11,8,15
4958,2019-05-11,9,83
4959,2019-05-11,10,84
4960,2019-05-12,1,85
4961,2019-05-12,2,94
4962,2019-05-12,3,6
4963,2019-05-12,4,54
4964,2019-05-12,5,16
4965,2019-05-12,6,94
4966,2019-05-12,7,27
4967,2019-05-12,8,22
4968,2019-05-12,9,66
4969,2019-05-12,10,66
4970,2019-05-13,1,42
4971,2019-05-13,2,71
4972,2019-05-13,3,42
4973,2019-05-13,4,71
4974,2019-05-13,5,98
4975,2019-05-13,6,65
4976,2019-05-13,7,5
4977,2019-05-13,8,98
4978,2019-05-13,9,49
4979,2019-05-13,10,32
4980,2019-05-14,1,25
4981,2019-05-14,2,17
4982,2019-05-14,3,31
4983,2019-05-14,4,11
4984,2019-05-14,5,26
4985,2019-05-14,6,78
4986,2019-05-14,7,57
4987,2019-05-14,8,83
4988,2019-05-14,9,83
4989,2019-05-14,10,8
4990,2019-05-15,1,27
4991,2019-05-15,2,74
4992,2019-05-15,3,92
4993,2019-05-15,4,88
4994,2019-05-15,5,88
4995,2019-05-15,6,80
4996,2019-05-15,7,37
4997,2019-05-15,8,32
4998,2019-05-15,9,12
4999,2019-05-15,10,5
5000,2019-05-16,1,41
5001,2019-05-16,2,67
5002,2019-05-16,3,26
5003,2019-05-16,4,74
5004,2019-05-16,5,25
5005,2019-05-16,6,39
5006,2019-05-16,7,83
5007,2019-05-16,8,9
5008,2019-05-16,9,64
5009,2019-05-16,10,50
5010,2019-05-17,1,54
5011,2019-05-17,2,52
5012,2019-05-17,3,10
5013,2019-05-17,4,93
5014,2019-05-17,5,60
5015,2019-05-17,6,63
5016,2019-05-17,7,33
5017,2019-05-17,8,75
5018,2019-05-17,9,81
5019,2019-05-17,10,22
5020,2019-05-18,1,6
5021,2019-05-18,2,12
5022,2019-05-18,3,79
5023,2019-05-18,4,58
5024,2019-05-18,5,42
5025,2019-05-18,6,52
5026,2019-05-18,7,31
5027,2019-05-18,8,24
5028,2019-05-18,9,16
5029,2019-05-18,10,47
5030,2019-05-19,1,65
5031,2019-05-19,2,35
5032,2019-05-19,3,95
5033,2019-05-19,4,65
5034,2019-05-19,5,78
5035,2019-05-19,6,71
5036,2019-05-19,7,95
5037,2019-05-19,8,39
5038,2019-05-19,9,99
5039,2019-05-19,10,19
5040,2019-05-20,1,20
5041,2019-05-20,2,17
5042,2019-05-20,3,39
5043,2019-05-20,4,79
5044,2019-05-20,5,63
5045,2019-05-20,6,25
5046,2019-05-20,7,58
5047,2019-05-20,8,79
5048,2019-05-20,9,34
5049,2019-05-20,10,52
5050,2019-05-21,1,39
5051,2019-05-21,2,90
5052,2019-05-21,3,42
5053,2019-05-21,4,35
5054,2019-05-21,5,82
5055,2019-05-21,6,28
5056,2019-05-21,7,53
5057,2019-05-21,8,36
5058,2019-05-21,9,59
5059,2019-05-21,10,83
5060,2019-05-22,1,62
5061,2019-05-22,2,7
5062,2019-05-22,3,84
5063,2019-05-22,4,73
5064,2019-05-22,5,89
5065,2019-05-22,6,14
5066,2019-05-22,7,87
5067,2019-05-22,8,29
5068,2019-05-22,9,72
5069,2019-05-22,10,65
5070,2019-05-23,1,33
5071,2019-05-23,2,23
5072,2019-05-23,3,47
5073,2019-05-23,4,70
5074,2019-05-23,5,78
5075,2019-05-23,6,65
5076,2019-05-23,7,47
5077,2019-05-23,8,29
5078,2019-05-23,9,24
5079,2019-05-23,10,52
5080,2019-05-24,1,87
5081,2019-05-24,2,91
5082,2019-05-24,3,28
5083,2019-05-24,4,15
5084,2019-05-24,5,59
5085,2019-05-24,6,32
5086,2019-05-24,7,73
5087,2019-05-24,8,67
5088,2019-05-24,9,63
5089,2019-05-24,10,9
5090,2019-05-25,1,55
5091,2019-05-25,2,25
5092,2019-05-25,3,16
5093,2019-05-25,4,54
5094,2019-05-25,5,8
5095,2019-05-25,6,46
5096,2019-05-25,7,88
5097,2019-05-25,8,42
5098,2019-05-25,9,29
5099,2019-05-25,10,18
5100,2019-05-26,1,79
5101,2019-05-26,2,36
5102,2019-05-26,3,15
5103,2019-05-26,4,65
5104,2019-05-26,5,22
5105,2019-05-26,6,31
5106,2019-05-26,7,59
5107,2019-05-26,8,58
5108,2019-05-26,9,86
5109,2019-05-26,10,91
5110,2019-05-27,1,79
5111,2019-05-27,2,25
5112,2019-05-27,3,48
5113,2019-05-27,4,9
5114,2019-05-27,5,91
5115,2019-05-27,6,45
5116,2019-05-27,7,63
5117,2019-05-27,8,93
5118,2019-05-27,9,58
5119,2019-05-27,10,78
5120,2019-05-28,1,26
5121,2019-05-28,2,87
5122,2019-05-28,3,69
5123,2019-05-28,4,68
5124,2019-05-28,5,75
5125,2019-05-28,6,8
5126,2019-05-28,7,69
5127,2019-05-28,8,19
5128,2019-05-28,9,80
5129,2019-05-28,10,26
5130,2019-05-29,1,90
5131,2019-05-29,2,51
5132,2019-05-29,3,85
5133,2019-05-29,4,97
5134,2019-05-29,5,50
5135,2019-05-29,6,18
5136,2019-05-29,7,54
5137,2019-05-29,8,24
5138,2019-05-29,9,54
5139,2019-05-29,10,37
5140,2019-05-30,1,63
5141,2019-05-30,2,47
5142,2019-05-30,3,83
5143,2019-05-30,4,16
5144,2019-05-30,5,44
5145,2019-05-30,6,24
5146,2019-05-30,7,98
5147,2019-05-30,8,42
5148,2019-05-30,9,7
5149,2019-05-30,10,32
5150,2019-05-31,1,60
5151,2019-05-31,2,94
5152,2019-05-31,3,98
5153,2019-05-31,4,17
5154,2019-05-31,5,81
5155,2019-05-31,6,70
5156,2019-05-31,7,41
5157,2019-05-31,8,53
5158,2019-05-31,9,70
5159,2019-05-31,10,40
5160,2019-06-01,1,58
5161,2019-06-01,2,30
5162,2019-06-01,3,79
5163,2019-06-01,4,76
5164,2019-06-01,5,44
5165,2019-06-01,6,47
5166,2019-06-01,7,26
5167,2019-06-01,8,24
5168,2019-06-01,9,12
5169,2019-06-01,10,33
5170,2019-06-02,1,44
5171,2019-06-02,2,94
5172,2019-06-02,3,34
5173,2019-06-02,4,85
5174,2019-06-02,5,88
5175,2019-06-02,6,59
5176,2019-06-02,7,20
5177,2019-06-02,8,50
5178,2019-06-02,9,66
5179,2019-06-02,10,11
5180,2019-06-03,1,84
5181,2019-06-03,2,49
5182,2019-06-03,3,63
5183,2019-06-03,4,60
5184,2019-06-03,5,52
5185,2019-06-03,6,31
5186,2019-06-03,7,57
5187,2019-06-03,8,91
5188,2019-06-03,9,92
5189,2019-06-03,10,77
5190,2019-06-04,1,39
5191,2019-06-04,2,55
5192,2019-06-04,3,88
5193,2019-06-04,4,41
5194,2019-06-04,5,85
5195,2019-06-04,6,99
5196,2019-06-04,7,61
5197,2019-06-04,8,12
5198,2019-06-04,9,83
5199,2019-06-04,10,99
5200,2019-06-05,1,98
5201,2019-06-05,2,24
5202,2019-06-05,3,57
5203,2019-06-05,4,16
5204,2019-06-05,5,53
5205,2019-06-05,6,21
5206,2019-06-05,7,68
5207,2019-06-05,8,46
5208,2019-06-05,9,98
5209,2019-06-05,10,33
5210,2019-06-06,1,23
5211,2019-06-06,2,15
5212,2019-06-06,3,54
5213,2019-06-06,4,75
5214,2019-06-06,5,62
5215,2019-06-06,6,38
5216,2019-06-06,7,24
5217,2019-06-06,8,54
5218,2019-06-06,9,92
5219,2019-06-06,10,14
5220,2019-06-07,1,36
5221,2019-06-07,2,56
5222,2019-06-07,3,19
5223,2019-06-07,4,88
5224,2019-06-07,5,7
5225,2019-06-07,6,41
5226,2019-06-07,7,44
5227,2019-06-07,8,76
5228,2019-06-07,9,44
5229,2019-06-07,10,60
5230,2019-06-08,1,27
5231,2019-06-08,2,15
5232,2019-06-08,3,68
5233,2019-06-08,4,12
5234,2019-06-08,5,97
5235,2019-06-08,6,98
5236,2019-06-08,7,60
5237,2019-06-08,8,64
5238,2019-06-08,9,14
5239,2019-06-08,10,43
5240,2019-06-09,1,32
5241,2019-06-09,2,53
5242,2019-06-09,3,40
5243,2019-06-09,4,17
5244,2019-06-09,5,40
5245,2019-06-09,6,30
5246,2019-06-09,7,90
5247,2019-06-09,8,8
5248,2019-06-09,9,99
5249,2019-06-09,10,86
5250,2019-06-10,1,68
5251,2019-06-10,2,42
5252,2019-06-10,3,92
5253,2019-06-10,4,91
5254,2019-06-10,5,26
5255,2019-06-10,6,6
5256,2019-06-10,7,35
5257,2019-06-10,8,15
5258,2019-06-10,9,96
5259,2019-06-10,10,50
5260,2019-06-11,1,66
5261,2019-06-11,2,73
5262,2019-06-11,3,68
5263,2019-06-11,4,14
5264,2019-06-11,5,44
5265,2019-06-11,6,28
5266,2019-06-11,7,48
5267,2019-06-11,8,64
5268,2019-06-11,9,66
5269,2019-06-11,10,91
5270,2019-06-12,1,21
5271,2019-06-12,2,69
5272,2019-06-12,3,99
5273,2019-06-12,4,99
5274,2019-06-12,5,61
5275,2019-06-12,6,59
5276,2019-06-12,7,57
5277,2019-06-12,8,60
5278,2019-06-12,9,13
5279,2019-06-12,10,26
5280,2019-06-13,1,17
5281,2019-06-13,2,93
5282,2019-06-13,3,52
5283,2019-06-13,4,22
5284,2019-06-13,5,80
5285,2019-06-13,6,44
5286,2019-06-13,7,21
5287,2019-06-13,8,19
5288,2019-06-13,9,19
5289,2019-06-13,10,83
5290,2019-06-14,1,67
5291,2019-06-14,2,43
5292,2019-06-14,3,17
5293,2019-06-14,4,85
5294,2019-06-14,5,36
5295,2019-06-14,6,13
5296,2019-06-14,7,44
5297,2019-06-14,8,24
5298,2019-06-14,9,94
5299,2019-06-14,10,95
5300,2019-06-15,1,89
5301,2019-06-15,2,86
5302,2019-06-15,3,81
5303,2019-06-15,4,84
5304,2019-06-15,5,77
5305,2019-06-15,6,67
5306,2019-06-15,7,80
5307,2019-06-15,8,48
5308,2019-06-15,9,42
5309,2019-06-15,10,87
5310,2019-06-16,1,64
5311,2019-06-16,2,75
5312,2019-06-16,3,52
5313,2019-06-16,4,22
5314,2019-06-16,5,20
5315,2019-06-16,6,59
5316,2019-06-16,7,43
5317,2019-06-16,8,72
5318,2019-06-16,9,63
5319,2019-06-16,10,93
5320,2019-06-17,1,66
5321,2019-06-17,2,17
5322,2019-06-17,3,85
5323,2019-06-17,4,10
5324,2019-06-17,5,87
5325,2019-06-17,6,81
5326,2019-06-17,7,64
5327,2019-06-17,8,94
5328,2019-06-17,9,18
5329,2019-06-17,10,99
5330,2019-06-18,1,58
5331,2019-06-18,2,8
5332,2019-06-18,3,43
5333,2019-06-18,4,76
5334,2019-06-18,5,29
5335,2019-06-18,6,81
5336,2019-06-18,7,36
5337,2019-06-18,8,63
5338,2019-06-18,9,67
5339,2019-06-18,10,42
5340,2019-06-19,1,96
5341,2019-06-19,2,57
5342,2019-06-19,3,98
5343,2019-06-19,4,71
5344,2019-06-19,5,32
5345,2019-06-19,6,7
5346,2019-06-19,7,84
5347,2019-06-19,8,26
5348,2019-06-19,9,42
5349,2019-06-19,10,76
5350,2019-06-20,1,76
5351,2019-06-20,2,66
5352,2019-06-20,3,61
5353,2019-06-20,4,10
5354,2019-06-20,5,82
5355,2019-06-20,6,36
5356,2019-06-20,7,14
5357,2019-06-20,8,7
5358,2019-06-20,9,63
5359,2019-06-20,10,80
5360,2019-06-21,1,53
5361,2019-06-21,2,63
5362,2019-06-21,3,35
5363,2019-06-21,4,97
5364,2019-06-21,5,73
5365,2019-06-21,6,66
5366,2019-06-21,7,56
5367,2019-06-21,8,93
5368,2019-06-21,9,45
5369,2019-06-21,10,35
5370,2019-06-22,1,89
5371,2019-06-22,2,88
5372,2019-06-22,3,26
5373,2019-06-22,4,8
5374,2019-06-22,5,17
5375,2019-06-22,6,49
5376,2019-06-22,7,46
5377,2019-06-22,8,53
5378,2019-06-22,9,24
5379,2019-06-22,10,81
5380,2019-06-23,1,85
5381,2019-06-23,2,58
5382,2019-06-23,3,40
5383,2019-06-23,4,5
5384,2019-06-23,5,19
5385,2019-06-23,6,81
5386,2019-06-23,7,21
5387,2019-06-23,8,28
5388,2019-06-23,9,62
5389,2019-06-23,10,76
5390,2019-06-24,1,95
5391,2019-06-24,2,27
5392,2019-06-24,3,50
5393,2019-06-24,4,76
5394,2019-06-24,5,12
5395,2019-06-24,6,63
5396,2019-06-24,7,94
5397,2019-06-24,8,63
5398,2019-06-24,9,17
5399,2019-06-24,10,43
5400,2019-06-25,1,32
5401,2019-06-25,2,93
5402,2019-06-25,3,65
5403,2019-06-25,4,20
5404,2019-06-25,5,6
5405,2019-06-25,6,86
5406,2019-06-25,7,21
5407,2019-06-25,8,34
5408,2019-06-25,9,17
5409,2019-06-25,10,97
5410,2019-06-26,1,98
5411,2019-06-26,2,86
5412,2019-06-26,3,17
5413,2019-06-26,4,47
5414,2019-06-26,5,89
5415,2019-06-26,6,98
5416,2019-06-26,7,25
5417,2019-06-26,8,59
5418,2019-06-26,9,85
5419,2019-06-26,10,44
5420,2019-06-27,1,87
5421,2019-06-27,2,19
5422,2019-06-27,3,77
5423,2019-06-27,4,56
5424,2019-06-27,5,78
5425,2019-06-27,6,99
5426,2019-06-27,7,57
5427,2019-06-27,8,91
5428,2019-06-27,9,56
5429,2019-06-27,10,34
5430,2019-06-28,1,37
5431,2019-06-28,2,61
5432,2019-06-28,3,56
5433,2019-06-28,4,13
5434,2019-06-28,5,58
5435,2019-06-28,6,5
5436,2019-06-28,7,48
5437,2019-06-28,8,79
5438,2019-06-28,9,84
5439,2019-06-28,10,13
5440,2019-06-29,1,36
5441,2019-06-29,2,19
5442,2019-06-29,3,16
5443,2019-06-29,4,82
5444,2019-06-29,5,61
5445,2019-06-29,6,12
5446,2019-06-29,7,76
5447,2019-06-29,8,31
5448,2019-06-29,9,66
5449,2019-06-29,10,16
5450,2019-06-30,1,69
5451,2019-06-30,2,46
5452,2019-06-30,3,66
5453,2019-06-30,4,15
5454,2019-06-30,5,47
5455,2019-06-30,6,99
5456,2019-06-30,7,21
5457,2019-06-30,8,36
5458,2019-06-30,9,97
5459,2019-06-30,10,89
5460,2019-07-01,1,89
5461,2019-07-01,2,44
5462,2019-07-01,3,27
5463,2019-07-01,4,60
5464,2019-07-01,5,10
5465,2019-07-01,6,90
5466,2019-07-01,7,54
5467,2019-07-01,8,41
5468,2019-07-01,9,68
5469,2019-07-01,10,58
5470,2019-07-02,1,76
5471,2019-07-02,2,53
5472,2019-07-02,3,15
5473,2019-07-02,4,92
5474,2019-07-02,5,53
5475,2019-07-02,6,25
5476,2019-07-02,7,70
5477,2019-07-02,8,67
5478,2019-07-02,9,87
5479,2019-07-02,10,32
5480,2019-07-03,1,21
5481,2019-07-03,2,10
5482,2019-07-03,3,23
5483,2019-07-03,4,60
5484,2019-07-03,5,32
5485,2019-07-03,6,70
5486,2019-07-03,7,42
5487,2019-07-03,8,41
5488,2019-07-03,9,72
5489,2019-07-03,10,90
5490,2019-07-04,1,94
5491,2019-07-04,2,53
5492,2019-07-04,3,47
5493,2019-07-04,4,40
5494,2019-07-04,5,62
5495,2019-07-04,6,17
5496,2019-07-04,7,56
5497,2019-07-04,8,62
5498,2019-07-04,9,36
5499,2019-07-04,10,85
5500,2019-07-05,1,64
5501,2019-07-05,2,87
5502,2019-07-05,3,62
5503,2019-07-05,4,60
5504,2019-07-05,5,32
5505,2019-07-05,6,5
5506,2019-07-05,7,46
5507,2019-07-05,8,86
5508,2019-07-05,9,52
5509,2019-07-05,10,44
5510,2019-07-06,1,67
5511,2019-07-06,2,80
5512,2019-07-06,3,76
5513,2019-07-06,4,92
5514,2019-07-06,5,84
5515,2019-07-06,6,8
5516,2019-07-06,7,42
5517,2019-07-06,8,31
5518,2019-07-06,9,13
5519,2019-07-06,10,20
5520,2019-07-07,1,60
5521,2019-07-07,2,80
5522,2019-07-07,3,35
5523,2019-07-07,4,92
5524,2019-07-07,5,18
5525,2019-07-07,6,29
5526,2019-07-07,7,38
5527,2019-07-07,8,71
5528,2019-07-07,9,28
5529,2019-07-07,10,77
5530,2019-07-08,1,30
5531,2019-07-08,2,24
5532,2019-07-08,3,68
5533,2019-07-08,4,14
5534,2019-07-08,5,87
5535,2019-07-08,6,71
5536,2019-07-08,7,28
5537,2019-07-08,8,9
5538,2019-07-08,9,71
5539,2019-07-08,10,62
5540,2019-07-09,1,31
5541,2019-07-09,2,84
5542,2019-07-09,3,19
5543,2019-07-09,4,39
5544,2019-07-09,5,80
5545,2019-07-09,6,57
5546,2019-07-09,7,48
5547,2019-07-09,8,30
5548,2019-07-09,9,51
5549,2019-07-09,10,38
5550,2019-07-10,1,91
5551,2019-07-10,2,99
5552,2019-07-10,3,54
5553,2019-07-10,4,88
5554,2019-07-10,5,16
5555,2019-07-10,6,91
5556,2019-07-10,7,8
5557,2019-07-10,8,91
5558,2019-07-10,9,52
5559,2019-07-10,10,59
5560,2019-07-11,1,5
5561,2019-07-11,2,93
5562,2019-07-11,3,70
5563,2019-07-11,4,34
5564,2019-07-11,5,7
5565,2019-07-11,6,25
5566,2019-07-11,7,93
5567,2019-07-11,8,88
5568,2019-07-11,9,53
5569,2019-07-11,10,90
5570,2019-07-12,1,89
