,Data,Produto_ID,Fornecedor_ID,Quantidade_Compra,Status
1183,2018-04-29,4,4,40,Em Trânsito
1184,2018-04-29,5,5,13,Entregue
1185,2018-04-29,6,6,18,Aguardando Confirmação
1186,2018-04-29,7,7,40,Entregue
1187,2018-04-29,8,8,14,Em Trânsito
1188,2018-04-29,9,9,44,Aguardando Confirmação
1189,2018-04-29,10,10,27,Em Trânsito
1190,2018-04-30,1,1,39,Entregue
1191,2018-04-30,2,2,11,Em Trânsito
1192,2018-04-30,3,3,46,Em Trânsito
1193,2018-04-30,4,4,39,Em Trânsito
1194,2018-04-30,5,5,6,Entregue
1195,2018-04-30,6,6,19,Em Trânsito
1196,2018-04-30,7,7,13,Entregue
1197,2018-04-30,8,8,21,Entregue
1198,2018-04-30,9,9,43,Em Trânsito
1199,2018-04-30,10,10,22,Aguardando Confirmação
1200,2018-05-01,1,1,19,Em Trânsito
1201,2018-05-01,2,2,22,Em Trânsito
1202,2018-05-01,3,3,28,Em Trânsito
1203,2018-05-01,4,4,27,Aguardando Confirmação
1204,2018-05-01,5,5,16,Aguardando Confirmação
1205,2018-05-01,6,6,27,Entregue
1206,2018-05-01,7,7,25,Aguardando Confirmação
1207,2018-05-01,8,8,30,Aguardando Confirmação
1208,2018-05-01,9,9,12,Em Trânsito
1209,2018-05-01,10,10,34,Entregue
1210,2018-05-02,1,1,38,Entregue
1211,2018-05-02,2,2,6,Aguardando Confirmação
1212,2018-05-02,3,3,9,Aguardando Confirmação
1213,2018-05-02,4,4,35,Em Trânsito
1214,2018-05-02,5,5,37,Aguardando Confirmação
1215,2018-05-02,6,6,8,Aguardando Confirmação
1216,2018-05-02,7,7,10,Entregue
1217,2018-05-02,8,8,27,Aguardando Confirmação
1218,2018-05-02,9,9,49,Em Trânsito
1219,2018-05-02,10,10,23,Entregue
1220,2018-05-03,1,1,47,Entregue
1221,2018-05-03,2,2,49,Aguardando Confirmação
1222,2018-05-03,3,3,12,Em Trânsito
1223,2018-05-03,4,4,43,Entregue
1224,2018-05-03,5,5,17,Em Trânsito
1225,2018-05-03,6,6,5,Em Trânsito
1226,2018-05-03,7,7,10,Aguardando Confirmação
1227,2018-05-03,8,8,11,Em Trânsito
1228,2018-05-03,9,9,31,Entregue
1229,2018-05-03,10,10,19,Aguardando Confirmação
1230,2018-05-04,1,1,38,Entregue
1231,2018-05-04,2,2,27,Em Trânsito
1232,2018-05-04,3,3,28,Em Trânsito
1233,2018-05-04,4,4,19,Aguardando Confirmação
1234,2018-05-04,5,5,39,Aguardando Confirmação
1235,2018-05-04,6,6,8,Entregue
1236,2018-05-04,7,7,48,Entregue
1237,2018-05-04,8,8,41,Em Trânsito
1238,2018-05-04,9,9,21,Aguardando Confirmação
1239,2018-05-04,10,10,35,Em Trânsito
1240,2018-05-05,1,1,42,Em Trânsito
1241,2018-05-05,2,2,14,Entregue
1242,2018-05-05,3,3,31,Entregue
1243,2018-05-05,4,4,46,Entregue
1244,2018-05-05,5,5,10,Aguardando Confirmação
1245,2018-05-05,6,6,10,Entregue
1246,2018-05-05,7,7,19,Aguardando Confirmação
1247,2018-05-05,8,8,8,Em Trânsito
1248,2018-05-05,9,9,44,Aguardando Confirmação
1249,2018-05-05,10,10,11,Entregue
1250,2018-05-06,1,1,49,Aguardando Confirmação
1251,2018-05-06,2,2,30,Aguardando Confirmação
1252,2018-05-06,3,3,35,Entregue
1253,2018-05-06,4,4,6,Entregue
1254,2018-05-06,5,5,32,Em Trânsito
1255,2018-05-06,6,6,46,Aguardando Confirmação
1256,2018-05-06,7,7,17,Em Trânsito
1257,2018-05-06,8,8,22,Em Trânsito
1258,2018-05-06,9,9,34,Aguardando Confirmação
1259,2018-05-06,10,10,15,Em Trânsito
1260,2018-05-07,1,1,17,Aguardando Confirmação
1261,2018-05-07,2,2,28,Em Trânsito
1262,2018-05-07,3,3,33,Em Trânsito
1263,2018-05-07,4,4,9,Aguardando Confirmação
1264,2018-05-07,5,5,39,Entregue
1265,2018-05-07,6,6,23,Aguardando Confirmação
1266,2018-05-07,7,7,17,Entregue
1267,2018-05-07,8,8,9,Aguardando Confirmação
1268,2018-05-07,9,9,48,Aguardando Confirmação
1269,2018-05-07,10,10,18,Entregue
1270,2018-05-08,1,1,42,Entregue
1271,2018-05-08,2,2,26,Aguardando Confirmação
1272,2018-05-08,3,3,13,Aguardando Confirmação
1273,2018-05-08,4,4,44,Aguardando Confirmação
1274,2018-05-08,5,5,30,Entregue
1275,2018-05-08,6,6,49,Aguardando Confirmação
1276,2018-05-08,7,7,9,Entregue
1277,2018-05-08,8,8,33,Em Trânsito
1278,2018-05-08,9,9,26,Entregue
1279,2018-05-08,10,10,7,Em Trânsito
1280,2018-05-09,1,1,32,Aguardando Confirmação
1281,2018-05-09,2,2,42,Aguardando Confirmação
1282,2018-05-09,3,3,18,Entregue
1283,2018-05-09,4,4,18,Em Trânsito
1284,2018-05-09,5,5,47,Aguardando Confirmação
1285,2018-05-09,6,6,15,Aguardando Confirmação
1286,2018-05-09,7,7,13,Em Trânsito
1287,2018-05-09,8,8,42,Aguardando Confirmação
1288,2018-05-09,9,9,48,Aguardando Confirmação
1289,2018-05-09,10,10,10,Entregue
1290,2018-05-10,1,1,5,Aguardando Confirmação
1291,2018-05-10,2,2,29,Em Trânsito
1292,2018-05-10,3,3,20,Aguardando Confirmação
1293,2018-05-10,4,4,19,Entregue
1294,2018-05-10,5,5,38,Aguardando Confirmação
1295,2018-05-10,6,6,21,Em Trânsito
1296,2018-05-10,7,7,7,Aguardando Confirmação
1297,2018-05-10,8,8,7,Em Trânsito
1298,2018-05-10,9,9,41,Entregue
1299,2018-05-10,10,10,21,Aguardando Confirmação
1300,2018-05-11,1,1,42,Aguardando Confirmação
1301,2018-05-11,2,2,5,Entregue
1302,2018-05-11,3,3,11,Em Trânsito
1303,2018-05-11,4,4,30,Em Trânsito
1304,2018-05-11,5,5,43,Aguardando Confirmação
1305,2018-05-11,6,6,23,Em Trânsito
1306,2018-05-11,7,7,34,Em Trânsito
1307,2018-05-11,8,8,47,Aguardando Confirmação
1308,2018-05-11,9,9,18,Em Trânsito
1309,2018-05-11,10,10,17,Em Trânsito
1310,2018-05-12,1,1,24,Aguardando Confirmação
1311,2018-05-12,2,2,30,Aguardando Confirmação
1312,2018-05-12,3,3,31,Em Trânsito
1313,2018-05-12,4,4,29,Aguardando Confirmação
1314,2018-05-12,5,5,13,Em Trânsito
1315,2018-05-12,6,6,45,Em Trânsito
1316,2018-05-12,7,7,16,Em Trânsito
1317,2018-05-12,8,8,14,Em Trânsito
1318,2018-05-12,9,9,10,Aguardando Confirmação
1319,2018-05-12,10,10,38,Aguardando Confirmação
1320,2018-05-13,1,1,45,Entregue
1321,2018-05-13,2,2,23,Aguardando Confirmação
1322,2018-05-13,3,3,10,Entregue
1323,2018-05-13,4,4,6,Em Trânsito
1324,2018-05-13,5,5,19,Aguardando Confirmação
1325,2018-05-13,6,6,21,Em Trânsito
1326,2018-05-13,7,7,20,Entregue
1327,2018-05-13,8,8,32,Aguardando Confirmação
1328,2018-05-13,9,9,25,Aguardando Confirmação
1329,2018-05-13,10,10,12,Aguardando Confirmação
1330,2018-05-14,1,1,14,Aguardando Confirmação
1331,2018-05-14,2,2,14,Em Trânsito
1332,2018-05-14,3,3,14,Aguardando Confirmação
1333,2018-05-14,4,4,13,Entregue
1334,2018-05-14,5,5,32,Aguardando Confirmação
1335,2018-05-14,6,6,28,Entregue
1336,2018-05-14,7,7,23,Entregue
1337,2018-05-14,8,8,37,Em Trânsito
1338,2018-05-14,9,9,8,Aguardando Confirmação
1339,2018-05-14,10,10,7,Entregue
1340,2018-05-15,1,1,46,Aguardando Confirmação
1341,2018-05-15,2,2,16,Em Trânsito
1342,2018-05-15,3,3,22,Em Trânsito
1343,2018-05-15,4,4,27,Aguardando Confirmação
1344,2018-05-15,5,5,24,Entregue
1345,2018-05-15,6,6,10,Em Trânsito
1346,2018-05-15,7,7,38,Entregue
1347,2018-05-15,8,8,46,Entregue
1348,2018-05-15,9,9,6,Aguardando Confirmação
1349,2018-05-15,10,10,34,Em Trânsito
1350,2018-05-16,1,1,13,Aguardando Confirmação
1351,2018-05-16,2,2,31,Aguardando Confirmação
1352,2018-05-16,3,3,46,Aguardando Confirmação
1353,2018-05-16,4,4,38,Entregue
1354,2018-05-16,5,5,44,Aguardando Confirmação
1355,2018-05-16,6,6,28,Em Trânsito
1356,2018-05-16,7,7,21,Entregue
1357,2018-05-16,8,8,33,Aguardando Confirmação
1358,2018-05-16,9,9,40,Em Trânsito
1359,2018-05-16,10,10,16,Aguardando Confirmação
1360,2018-05-17,1,1,35,Aguardando Confirmação
1361,2018-05-17,2,2,13,Aguardando Confirmação
1362,2018-05-17,3,3,23,Entregue
1363,2018-05-17,4,4,21,Aguardando Confirmação
1364,2018-05-17,5,5,6,Em Trânsito
1365,2018-05-17,6,6,44,Aguardando Confirmação
1366,2018-05-17,7,7,9,Aguardando Confirmação
1367,2018-05-17,8,8,43,Entregue
1368,2018-05-17,9,9,20,Aguardando Confirmação
1369,2018-05-17,10,10,21,Em Trânsito
1370,2018-05-18,1,1,31,Em Trânsito
1371,2018-05-18,2,2,11,Aguardando Confirmação
1372,2018-05-18,3,3,12,Em Trânsito
1373,2018-05-18,4,4,12,Em Trânsito
1374,2018-05-18,5,5,27,Aguardando Confirmação
1375,2018-05-18,6,6,36,Em Trânsito
1376,2018-05-18,7,7,47,Em Trânsito
1377,2018-05-18,8,8,22,Aguardando Confirmação
1378,2018-05-18,9,9,42,Entregue
1379,2018-05-18,10,10,16,Entregue
1380,2018-05-19,1,1,19,Aguardando Confirmação
1381,2018-05-19,2,2,32,Entregue
1382,2018-05-19,3,3,42,Entregue
1383,2018-05-19,4,4,35,Entregue
1384,2018-05-19,5,5,13,Entregue
1385,2018-05-19,6,6,12,Aguardando Confirmação
1386,2018-05-19,7,7,23,Entregue
1387,2018-05-19,8,8,12,Entregue
1388,2018-05-19,9,9,38,Aguardando Confirmação
1389,2018-05-19,10,10,8,Aguardando Confirmação
1390,2018-05-20,1,1,35,Entregue
1391,2018-05-20,2,2,42,Em Trânsito
1392,2018-05-20,3,3,7,Aguardando Confirmação
1393,2018-05-20,4,4,39,Aguardando Confirmação
1394,2018-05-20,5,5,23,Entregue
1395,2018-05-20,6,6,47,Em Trânsito
1396,2018-05-20,7,7,33,Aguardando Confirmação
1397,2018-05-20,8,8,14,Aguardando Confirmação
1398,2018-05-20,9,9,16,Aguardando Confirmação
1399,2018-05-20,10,10,34,Em Trânsito
1400,2018-05-21,1,1,34,Aguardando Confirmação
1401,2018-05-21,2,2,22,Aguardando Confirmação
1402,2018-05-21,3,3,28,Em Trânsito
1403,2018-05-21,4,4,36,Aguardando Confirmação
1404,2018-05-21,5,5,13,Em Trânsito
1405,2018-05-21,6,6,28,Em Trânsito
1406,2018-05-21,7,7,30,Em Trânsito
1407,2018-05-21,8,8,7,Entregue
1408,2018-05-21,9,9,27,Aguardando Confirmação
1409,2018-05-21,10,10,15,Aguardando Confirmação
1410,2018-05-22,1,1,14,Aguardando Confirmação
1411,2018-05-22,2,2,40,Em Trânsito
1412,2018-05-22,3,3,17,Entregue
1413,2018-05-22,4,4,33,Em Trânsito
1414,2018-05-22,5,5,42,Aguardando Confirmação
1415,2018-05-22,6,6,17,Em Trânsito
1416,2018-05-22,7,7,30,Entregue
1417,2018-05-22,8,8,24,Aguardando Confirmação
1418,2018-05-22,9,9,9,Em Trânsito
1419,2018-05-22,10,10,24,Entregue
1420,2018-05-23,1,1,18,Em Trânsito
1421,2018-05-23,2,2,49,Em Trânsito
1422,2018-05-23,3,3,18,Aguardando Confirmação
1423,2018-05-23,4,4,12,Entregue
1424,2018-05-23,5,5,17,Em Trânsito
1425,2018-05-23,6,6,28,Entregue
1426,2018-05-23,7,7,19,Aguardando Confirmação
1427,2018-05-23,8,8,5,Aguardando Confirmação
1428,2018-05-23,9,9,26,Aguardando Confirmação
1429,2018-05-23,10,10,38,Entregue
1430,2018-05-24,1,1,44,Entregue
1431,2018-05-24,2,2,7,Em Trânsito
1432,2018-05-24,3,3,30,Entregue
1433,2018-05-24,4,4,18,Aguardando Confirmação
1434,2018-05-24,5,5,45,Em Trânsito
1435,2018-05-24,6,6,12,Entregue
1436,2018-05-24,7,7,20,Aguardando Confirmação
1437,2018-05-24,8,8,46,Aguardando Confirmação
1438,2018-05-24,9,9,25,Em Trânsito
1439,2018-05-24,10,10,14,Aguardando Confirmação
1440,2018-05-25,1,1,29,Entregue
1441,2018-05-25,2,2,42,Aguardando Confirmação
1442,2018-05-25,3,3,26,Em Trânsito
1443,2018-05-25,4,4,8,Aguardando Confirmação
1444,2018-05-25,5,5,8,Aguardando Confirmação
1445,2018-05-25,6,6,34,Entregue
1446,2018-05-25,7,7,6,Entregue
1447,2018-05-25,8,8,33,Entregue
1448,2018-05-25,9,9,47,Entregue
1449,2018-05-25,10,10,40,Aguardando Confirmação
1450,2018-05-26,1,1,25,Entregue
1451,2018-05-26,2,2,25,Aguardando Confirmação
1452,2018-05-26,3,3,25,Entregue
1453,2018-05-26,4,4,8,Entregue
1454,2018-05-26,5,5,5,Entregue
1455,2018-05-26,6,6,30,Aguardando Confirmação
1456,2018-05-26,7,7,6,Entregue
1457,2018-05-26,8,8,13,Aguardando Confirmação
1458,2018-05-26,9,9,49,Entregue
1459,2018-05-26,10,10,22,Entregue
1460,2018-05-27,1,1,46,Em Trânsito
1461,2018-05-27,2,2,45,Entregue
1462,2018-05-27,3,3,15,Aguardando Confirmação
1463,2018-05-27,4,4,29,Em Trânsito
1464,2018-05-27,5,5,30,Aguardando Confirmação
1465,2018-05-27,6,6,40,Aguardando Confirmação
1466,2018-05-27,7,7,46,Em Trânsito
1467,2018-05-27,8,8,39,Entregue
1468,2018-05-27,9,9,42,Em Trânsito
1469,2018-05-27,10,10,7,Aguardando Confirmação
1470,2018-05-28,1,1,45,Entregue
1471,2018-05-28,2,2,39,Em Trânsito
1472,2018-05-28,3,3,44,Aguardando Confirmação
1473,2018-05-28,4,4,26,Entregue
1474,2018-05-28,5,5,12,Aguardando Confirmação
1475,2018-05-28,6,6,19,Entregue
1476,2018-05-28,7,7,49,Entregue
1477,2018-05-28,8,8,11,Em Trânsito
1478,2018-05-28,9,9,23,Entregue
1479,2018-05-28,10,10,44,Aguardando Confirmação
1480,2018-05-29,1,1,46,Entregue
1481,2018-05-29,2,2,21,Aguardando Confirmação
1482,2018-05-29,3,3,5,Entregue
1483,2018-05-29,4,4,49,Entregue
1484,2018-05-29,5,5,33,Em Trânsito
1485,2018-05-29,6,6,17,Entregue
1486,2018-05-29,7,7,33,Entregue
1487,2018-05-29,8,8,45,Aguardando Confirmação
1488,2018-05-29,9,9,46,Aguardando Confirmação
1489,2018-05-29,10,10,10,Aguardando Confirmação
1490,2018-05-30,1,1,9,Entregue
1491,2018-05-30,2,2,38,Aguardando Confirmação
1492,2018-05-30,3,3,15,Aguardando Confirmação
1493,2018-05-30,4,4,13,Entregue
1494,2018-05-30,5,5,42,Aguardando Confirmação
1495,2018-05-30,6,6,44,Em Trânsito
1496,2018-05-30,7,7,45,Em Trânsito
1497,2018-05-30,8,8,13,Aguardando Confirmação
1498,2018-05-30,9,9,12,Aguardando Confirmação
1499,2018-05-30,10,10,48,Aguardando Confirmação
1500,2018-05-31,1,1,44,Entregue
1501,2018-05-31,2,2,7,Em Trânsito
1502,2018-05-31,3,3,17,Em Trânsito
1503,2018-05-31,4,4,23,Aguardando Confirmação
1504,2018-05-31,5,5,38,Aguardando Confirmação
1505,2018-05-31,6,6,36,Entregue
1506,2018-05-31,7,7,20,Entregue
1507,2018-05-31,8,8,40,Em Trânsito
1508,2018-05-31,9,9,22,Entregue
1509,2018-05-31,10,10,18,Em Trânsito
1510,2018-06-01,1,1,34,Aguardando Confirmação
1511,2018-06-01,2,2,6,Aguardando Confirmação
1512,2018-06-01,3,3,17,Em Trânsito
1513,2018-06-01,4,4,31,Aguardando Confirmação
1514,2018-06-01,5,5,21,Entregue
1515,2018-06-01,6,6,35,Aguardando Confirmação
1516,2018-06-01,7,7,19,Aguardando Confirmação
1517,2018-06-01,8,8,24,Em Trânsito
1518,2018-06-01,9,9,9,Entregue
1519,2018-06-01,10,10,11,Entregue
1520,2018-06-02,1,1,22,Aguardando Confirmação
1521,2018-06-02,2,2,15,Aguardando Confirmação
1522,2018-06-02,3,3,36,Entregue
1523,2018-06-02,4,4,31,Entregue
1524,2018-06-02,5,5,30,Em Trânsito
1525,2018-06-02,6,6,41,Aguardando Confirmação
1526,2018-06-02,7,7,49,Aguardando Confirmação
1527,2018-06-02,8,8,32,Entregue
1528,2018-06-02,9,9,6,Em Trânsito
1529,2018-06-02,10,10,24,Entregue
1530,2018-06-03,1,1,8,Aguardando Confirmação
1531,2018-06-03,2,2,17,Aguardando Confirmação
1532,2018-06-03,3,3,28,Aguardando Confirmação
1533,2018-06-03,4,4,42,Aguardando Confirmação
1534,2018-06-03,5,5,44,Em Trânsito
1535,2018-06-03,6,6,49,Aguardando Confirmação
1536,2018-06-03,7,7,33,Entregue
1537,2018-06-03,8,8,40,Em Trânsito
1538,2018-06-03,9,9,6,Em Trânsito
1539,2018-06-03,10,10,45,Aguardando Confirmação
1540,2018-06-04,1,1,22,Em Trânsito
1541,2018-06-04,2,2,12,Aguardando Confirmação
1542,2018-06-04,3,3,19,Em Trânsito
1543,2018-06-04,4,4,45,Em Trânsito
1544,2018-06-04,5,5,21,Entregue
1545,2018-06-04,6,6,27,Entregue
1546,2018-06-04,7,7,6,Entregue
1547,2018-06-04,8,8,10,Em Trânsito
1548,2018-06-04,9,9,33,Entregue
1549,2018-06-04,10,10,31,Entregue
1550,2018-06-05,1,1,41,Entregue
1551,2018-06-05,2,2,38,Em Trânsito
1552,2018-06-05,3,3,22,Aguardando Confirmação
1553,2018-06-05,4,4,46,Entregue
1554,2018-06-05,5,5,14,Em Trânsito
1555,2018-06-05,6,6,42,Em Trânsito
1556,2018-06-05,7,7,48,Aguardando Confirmação
1557,2018-06-05,8,8,21,Entregue
1558,2018-06-05,9,9,17,Em Trânsito
1559,2018-06-05,10,10,46,Em Trânsito
1560,2018-06-06,1,1,31,Em Trânsito
1561,2018-06-06,2,2,6,Aguardando Confirmação
1562,2018-06-06,3,3,38,Entregue
1563,2018-06-06,4,4,35,Em Trânsito
1564,2018-06-06,5,5,27,Em Trânsito
1565,2018-06-06,6,6,11,Em Trânsito
1566,2018-06-06,7,7,42,Em Trânsito
1567,2018-06-06,8,8,37,Entregue
1568,2018-06-06,9,9,16,Entregue
1569,2018-06-06,10,10,49,Em Trânsito
1570,2018-06-07,1,1,16,Em Trânsito
1571,2018-06-07,2,2,23,Em Trânsito
1572,2018-06-07,3,3,13,Aguardando Confirmação
1573,2018-06-07,4,4,14,Aguardando Confirmação
1574,2018-06-07,5,5,21,Aguardando Confirmação
1575,2018-06-07,6,6,44,Em Trânsito
1576,2018-06-07,7,7,43,Aguardando Confirmação
1577,2018-06-07,8,8,45,Entregue
1578,2018-06-07,9,9,14,Aguardando Confirmação
1579,2018-06-07,10,10,16,Em Trânsito
1580,2018-06-08,1,1,19,Entregue
1581,2018-06-08,2,2,35,Em Trânsito
1582,2018-06-08,3,3,19,Entregue
1583,2018-06-08,4,4,32,Aguardando Confirmação
1584,2018-06-08,5,5,8,Aguardando Confirmação
1585,2018-06-08,6,6,40,Entregue
1586,2018-06-08,7,7,5,Entregue
1587,2018-06-08,8,8,48,Em Trânsito
1588,2018-06-08,9,9,38,Entregue
1589,2018-06-08,10,10,21,Em Trânsito
1590,2018-06-09,1,1,43,Entregue
1591,2018-06-09,2,2,42,Entregue
1592,2018-06-09,3,3,48,Aguardando Confirmação
1593,2018-06-09,4,4,37,Aguardando Confirmação
1594,2018-06-09,5,5,25,Em Trânsito
1595,2018-06-09,6,6,30,Em Trânsito
1596,2018-06-09,7,7,40,Em Trânsito
1597,2018-06-09,8,8,9,Entregue
1598,2018-06-09,9,9,37,Entregue
1599,2018-06-09,10,10,5,Em Trânsito
1600,2018-06-10,1,1,10,Entregue
1601,2018-06-10,2,2,41,Aguardando Confirmação
1602,2018-06-10,3,3,6,Entregue
1603,2018-06-10,4,4,9,Aguardando Confirmação
1604,2018-06-10,5,5,30,Em Trânsito
1605,2018-06-10,6,6,45,Entregue
1606,2018-06-10,7,7,17,Em Trânsito
1607,2018-06-10,8,8,16,Aguardando Confirmação
1608,2018-06-10,9,9,9,Em Trânsito
1609,2018-06-10,10,10,6,Aguardando Confirmação
1610,2018-06-11,1,1,8,Aguardando Confirmação
1611,2018-06-11,2,2,31,Em Trânsito
1612,2018-06-11,3,3,14,Aguardando Confirmação
1613,2018-06-11,4,4,17,Em Trânsito
1614,2018-06-11,5,5,48,Em Trânsito
1615,2018-06-11,6,6,6,Em Trânsito
1616,2018-06-11,7,7,30,Aguardando Confirmação
1617,2018-06-11,8,8,19,Aguardando Confirmação
1618,2018-06-11,9,9,14,Entregue
1619,2018-06-11,10,10,26,Em Trânsito
1620,2018-06-12,1,1,44,Em Trânsito
1621,2018-06-12,2,2,29,Em Trânsito
1622,2018-06-12,3,3,19,Em Trânsito
1623,2018-06-12,4,4,17,Em Trânsito
1624,2018-06-12,5,5,12,Em Trânsito
1625,2018-06-12,6,6,25,Em Trânsito
1626,2018-06-12,7,7,25,Entregue
1627,2018-06-12,8,8,26,Entregue
1628,2018-06-12,9,9,37,Em Trânsito
1629,2018-06-12,10,10,49,Em Trânsito
1630,2018-06-13,1,1,31,Entregue
1631,2018-06-13,2,2,44,Entregue
1632,2018-06-13,3,3,26,Em Trânsito
1633,2018-06-13,4,4,34,Em Trânsito
1634,2018-06-13,5,5,13,Entregue
1635,2018-06-13,6,6,49,Entregue
1636,2018-06-13,7,7,39,Em Trânsito
1637,2018-06-13,8,8,22,Entregue
1638,2018-06-13,9,9,46,Em Trânsito
1639,2018-06-13,10,10,9,Aguardando Confirmação
1640,2018-06-14,1,1,31,Em Trânsito
1641,2018-06-14,2,2,10,Em Trânsito
1642,2018-06-14,3,3,36,Em Trânsito
1643,2018-06-14,4,4,12,Entregue
1644,2018-06-14,5,5,43,Em Trânsito
1645,2018-06-14,6,6,25,Em Trânsito
1646,2018-06-14,7,7,22,Entregue
1647,2018-06-14,8,8,18,Aguardando Confirmação
1648,2018-06-14,9,9,19,Aguardando Confirmação
1649,2018-06-14,10,10,46,Entregue
1650,2018-06-15,1,1,30,Em Trânsito
1651,2018-06-15,2,2,48,Aguardando Confirmação
1652,2018-06-15,3,3,36,Aguardando Confirmação
1653,2018-06-15,4,4,43,Entregue
1654,2018-06-15,5,5,32,Aguardando Confirmação
1655,2018-06-15,6,6,43,Aguardando Confirmação
1656,2018-06-15,7,7,47,Entregue
1657,2018-06-15,8,8,36,Aguardando Confirmação
1658,2018-06-15,9,9,17,Em Trânsito
1659,2018-06-15,10,10,19,Entregue
1660,2018-06-16,1,1,22,Em Trânsito
1661,2018-06-16,2,2,43,Em Trânsito
1662,2018-06-16,3,3,10,Entregue
1663,2018-06-16,4,4,15,Aguardando Confirmação
1664,2018-06-16,5,5,36,Entregue
1665,2018-06-16,6,6,44,Aguardando Confirmação
1666,2018-06-16,7,7,24,Em Trânsito
1667,2018-06-16,8,8,37,Aguardando Confirmação
1668,2018-06-16,9,9,44,Em Trânsito
1669,2018-06-16,10,10,12,Em Trânsito
1670,2018-06-17,1,1,39,Em Trânsito
1671,2018-06-17,2,2,9,Entregue
1672,2018-06-17,3,3,39,Aguardando Confirmação
1673,2018-06-17,4,4,18,Aguardando Confirmação
1674,2018-06-17,5,5,25,Aguardando Confirmação
1675,2018-06-17,6,6,28,Em Trânsito
1676,2018-06-17,7,7,21,Entregue
1677,2018-06-17,8,8,22,Aguardando Confirmação
1678,2018-06-17,9,9,38,Aguardando Confirmação
1679,2018-06-17,10,10,16,Entregue
1680,2018-06-18,1,1,20,Aguardando Confirmação
1681,2018-06-18,2,2,8,Entregue
1682,2018-06-18,3,3,29,Entregue
1683,2018-06-18,4,4,38,Aguardando Confirmação
1684,2018-06-18,5,5,32,Entregue
1685,2018-06-18,6,6,15,Entregue
1686,2018-06-18,7,7,17,Aguardando Confirmação
1687,2018-06-18,8,8,35,Em Trânsito
1688,2018-06-18,9,9,29,Aguardando Confirmação
1689,2018-06-18,10,10,43,Aguardando Confirmação
1690,2018-06-19,1,1,14,Em Trânsito
1691,2018-06-19,2,2,28,Entregue
1692,2018-06-19,3,3,5,Aguardando Confirmação
1693,2018-06-19,4,4,29,Em Trânsito
1694,2018-06-19,5,5,32,Em Trânsito
1695,2018-06-19,6,6,40,Aguardando Confirmação
1696,2018-06-19,7,7,22,Aguardando Confirmação
1697,2018-06-19,8,8,10,Em Trânsito
1698,2018-06-19,9,9,6,Aguardando Confirmação
1699,2018-06-19,10,10,7,Em Trânsito
1700,2018-06-20,1,1,12,Aguardando Confirmação
1701,2018-06-20,2,2,35,Em Trânsito
1702,2018-06-20,3,3,23,Aguardando Confirmação
1703,2018-06-20,4,4,10,Aguardando Confirmação
1704,2018-06-20,5,5,18,Aguardando Confirmação
1705,2018-06-20,6,6,7,Entregue
1706,2018-06-20,7,7,5,Aguardando Confirmação
1707,2018-06-20,8,8,48,Em Trânsito
1708,2018-06-20,9,9,34,Em Trânsito
1709,2018-06-20,10,10,23,Entregue
1710,2018-06-21,1,1,23,Entregue
1711,2018-06-21,2,2,13,Entregue
1712,2018-06-21,3,3,11,Aguardando Confirmação
1713,2018-06-21,4,4,41,Aguardando Confirmação
1714,2018-06-21,5,5,45,Em Trânsito
1715,2018-06-21,6,6,11,Em Trânsito
1716,2018-06-21,7,7,13,Aguardando Confirmação
1717,2018-06-21,8,8,8,Em Trânsito
1718,2018-06-21,9,9,29,Aguardando Confirmação
1719,2018-06-21,10,10,16,Entregue
1720,2018-06-22,1,1,10,Aguardando Confirmação
1721,2018-06-22,2,2,22,Aguardando Confirmação
1722,2018-06-22,3,3,44,Aguardando Confirmação
1723,2018-06-22,4,4,25,Em Trânsito
1724,2018-06-22,5,5,19,Aguardando Confirmação
1725,2018-06-22,6,6,7,Aguardando Confirmação
1726,2018-06-22,7,7,6,Aguardando Confirmação
1727,2018-06-22,8,8,45,Entregue
1728,2018-06-22,9,9,44,Aguardando Confirmação
1729,2018-06-22,10,10,8,Aguardando Confirmação
1730,2018-06-23,1,1,36,Aguardando Confirmação
1731,2018-06-23,2,2,6,Em Trânsito
1732,2018-06-23,3,3,33,Entregue
1733,2018-06-23,4,4,6,Entregue
1734,2018-06-23,5,5,38,Aguardando Confirmação
1735,2018-06-23,6,6,31,Aguardando Confirmação
1736,2018-06-23,7,7,43,Em Trânsito
1737,2018-06-23,8,8,48,Aguardando Confirmação
1738,2018-06-23,9,9,42,Em Trânsito
1739,2018-06-23,10,10,22,Aguardando Confirmação
1740,2018-06-24,1,1,40,Em Trânsito
1741,2018-06-24,2,2,23,Entregue
1742,2018-06-24,3,3,31,Aguardando Confirmação
1743,2018-06-24,4,4,49,Em Trânsito
1744,2018-06-24,5,5,24,Em Trânsito
1745,2018-06-24,6,6,25,Aguardando Confirmação
1746,2018-06-24,7,7,27,Em Trânsito
1747,2018-06-24,8,8,34,Aguardando Confirmação
1748,2018-06-24,9,9,29,Aguardando Confirmação
1749,2018-06-24,10,10,35,Em Trânsito
1750,2018-06-25,1,1,31,Em Trânsito
1751,2018-06-25,2,2,38,Em Trânsito
1752,2018-06-25,3,3,12,Entregue
1753,2018-06-25,4,4,23,Aguardando Confirmação
1754,2018-06-25,5,5,45,Aguardando Confirmação
1755,2018-06-25,6,6,30,Entregue
1756,2018-06-25,7,7,32,Entregue
1757,2018-06-25,8,8,8,Em Trânsito
